,Buy & Hold,SMA 20/60 crossover,RSI reversion (30/60)
2024-11-25,33507.51387363778,18413.116120448805,12711.71145549374
2024-11-26,33131.09927190975,18206.26801476157,12711.71145549374
2024-11-27,34535.36332589433,18977.942009654198,12711.71145549374
2024-11-28,34456.42019369673,18934.561021570506,12711.71145549374
2024-11-29,35110.654241675045,19294.077025676488,12711.71145549374
2024-11-30,34731.660199311154,19085.811460605877,12711.71145549374
2024-12-01,35011.648393135154,19239.671133534106,12711.71145549374
2024-12-02,34527.261144344,18973.48968262457,12711.71145549374
2024-12-03,34530.528675987465,18975.285263156307,12711.71145549374
2024-12-04,35516.77924413478,19517.251650266946,12711.71145549374
2024-12-05,34925.34881152637,19192.24761463917,12711.71145549374
2024-12-06,35932.342981882124,19745.613067573104,12711.71145549374
2024-12-07,35965.18041399919,19763.657959024884,12711.71145549374
2024-12-08,36425.444849246094,20016.583393131226,12711.71145549374
2024-12-09,35044.536261242305,19257.743740672155,12711.71145549374
2024-12-10,34798.31136021052,19122.437740007892,12711.71145549374
2024-12-11,36430.99641072634,20019.634098312486,12711.71145549374
2024-12-12,36027.25270751284,19797.768050052215,12711.71145549374
2024-12-13,36538.80333953632,20078.876377708482,12711.71145549374
2024-12-14,36537.27224698012,20078.03500866109,12711.71145549374
2024-12-15,37633.891171719675,20680.651236091715,12711.71145549374
2024-12-16,38208.382316800446,20996.346760517485,12711.71145549374
2024-12-17,38235.43041776971,21011.210287124173,12711.71145549374
2024-12-18,36099.20324994201,19837.306456204158,12711.71145549374
2024-12-19,35111.32431982905,19294.445248365468,12711.71145549374
2024-12-20,35235.10144464287,19362.46350184876,12711.71145549374
2024-12-21,35050.12745100047,19260.816222464055,12711.71145549374
2024-12-22,34291.52692925022,18843.94854470387,12711.71145549374
2024-12-23,34181.72057369037,18783.607536316573,12711.71145549374
2024-12-24,35544.25244844906,19532.348780515025,12711.71145549374
2024-12-25,35820.2165707783,19683.997137617516,12711.71145549374
2024-12-26,34509.60134267227,18963.78523304732,12711.71145549374
2024-12-27,33971.89244464747,18668.302362677798,12711.71145549374
2024-12-28,34332.49896605409,18866.463580412164,12711.71145549374
2024-12-29,33769.8494709315,18557.275303183542,12711.71145549374
2024-12-30,33428.992242214474,18369.966756314632,12711.71145549374
2024-12-31,33711.41577384552,18525.16470095119,12711.71145549374
2025-01-01,34077.361305059865,18726.259822046122,12711.71145549374
2025-01-02,34939.45647846771,19200.00008802646,12711.71145549374
2025-01-03,35367.94263738938,19435.462660092635,12711.71145549374
2025-01-04,35384.62974496659,19444.632592863305,12711.71145549374
2025-01-05,35436.1861345472,19472.96396330394,12711.71145549374
2025-01-06,36831.09791494145,20239.498678085896,12711.71145549374
2025-01-07,34928.58392003334,19194.025377944017,12711.71145549374
2025-01-08,34246.25702557682,18819.071736587244,12711.71145549374
2025-01-09,33342.68905803496,18322.54125772782,12711.71145549374
2025-01-10,34125.75103497719,18295.066607111854,12711.71145549374
2025-01-11,34080.31541305066,18295.066607111854,12711.71145549374
2025-01-12,34060.526492083125,18295.066607111854,12711.71145549374
2025-01-13,34057.29858871759,18295.066607111854,12711.71145549374
2025-01-14,34786.73269791494,18295.066607111854,12711.71145549374
2025-01-15,36204.8810594562,18295.066607111854,12711.71145549374
2025-01-16,36021.131939858766,18295.066607111854,12711.71145549374
2025-01-17,37494.64821080289,18295.066607111854,12711.71145549374
2025-01-18,37667.121284045264,18295.066607111854,12711.71145549374
2025-01-19,36505.41471409903,18295.066607111854,12711.71145549374
2025-01-20,36839.891790070105,18295.066607111854,12711.71145549374
2025-01-21,38239.061809055944,18961.439958452793,12711.71145549374
2025-01-22,37361.05768334652,18526.067809521817,12711.71145549374
2025-01-23,37434.434843781,18562.453028093536,12711.71145549374
2025-01-24,37780.33927407739,18733.97517785702,12711.71145549374
2025-01-25,37735.79348711881,18711.886449084468,12711.71145549374
2025-01-26,36969.58073343621,18331.94780945726,12711.71145549374
2025-01-27,36776.06144204486,18235.988226483118,12711.71145549374
2025-01-28,36506.83772953362,18102.489416139273,12711.71145549374
2025-01-29,37370.633316321524,18530.816037672033,12711.71145549374
2025-01-30,37727.179740526175,18707.615187418865,12711.71145549374
2025-01-31,36900.97337663563,18297.927773004,12711.71145549374
2025-02-01,36254.70461252026,17977.46524625616,12711.71145549374
2025-02-02,35197.32849063876,17453.148673096683,12711.71145549374
2025-02-03,36504.31593002929,18101.23894220957,12711.71145549374
2025-02-04,35219.85896792457,17464.320764462922,12711.71145549374
2025-02-05,34805.31115512039,17258.760714332904,12711.71145549374
2025-02-06,34784.38742437592,17248.38535349902,12711.71145549374
2025-02-07,34767.25720060009,17239.891062733674,12711.71145549374
2025-02-08,34744.89964670887,17228.804718151187,12711.71145549374
2025-02-09,34751.38787657643,17232.02200893318,12711.71145549374
2025-02-10,35100.14194031272,17404.95719423723,12711.71145549374
2025-02-11,34504.77389790684,17109.734590564793,12711.71145549374
2025-02-12,35258.356038643484,17483.410142195517,12711.71145549374
2025-02-13,34803.76565228131,17257.99435245313,12711.71145549374
2025-02-14,35125.23744795149,17417.401196229108,12711.71145549374
2025-02-15,35150.16003219569,17429.75945143724,12711.71145549374
2025-02-16,34627.23248183697,17170.457604591207,12711.71145549374
2025-02-17,34505.42236063653,17110.05614100386,12711.71145549374
2025-02-18,34466.42093001675,17084.40139553306,12711.71145549374
2025-02-19,34816.817766001564,17084.40139553306,12711.71145549374
2025-02-20,35415.07146755454,17084.40139553306,12711.71145549374
2025-02-21,34650.23849845787,17084.40139553306,12711.71145549374
2025-02-22,34783.18416575528,17084.40139553306,12711.71145549374
2025-02-23,34677.625241074864,17084.40139553306,12711.71145549374
2025-02-24,32982.57248624632,17084.40139553306,12711.71145549374
2025-02-25,31947.741251933505,17084.40139553306,12711.71145549374
2025-02-26,30351.690743074123,17084.40139553306,12058.553111334139
2025-02-27,30516.865008036835,17084.40139553306,12124.175901956864
2025-02-28,30387.662411717993,17084.40139553306,12072.844449517479
2025-03-01,31005.355584878605,17084.40139553306,12318.250413821639
2025-03-02,33961.43418184595,17084.40139553306,13492.683530729397
2025-03-03,31061.584508683663,17084.40139553306,12340.589843602867
2025-03-04,31443.950557241908,17084.40139553306,12492.50168744513
2025-03-05,32641.455872437422,17084.40139553306,12968.26369907821
2025-03-06,32398.599375029276,17084.40139553306,12871.778201870879
2025-03-07,31270.944303532902,17084.40139553306,12423.767292494858
2025-03-08,31062.247381696227,17084.40139553306,12340.853199258923
2025-03-09,29085.127749737967,17084.40139553306,11555.354879206676
2025-03-10,28314.7143985953,17084.40139553306,11249.274061796046
2025-03-11,29877.196153481367,17084.40139553306,11870.0391251421
2025-03-12,30146.355019719645,17084.40139553306,11976.974403028105
2025-03-13,29222.533399587315,17084.40139553306,11609.945357889774
2025-03-14,30255.54173311557,17084.40139553306,12020.353659679145
2025-03-15,30383.519455389454,17084.40139553306,12071.19847666712
2025-03-16,29748.058403435494,17084.40139553306,11818.733435756025
2025-03-17,30265.207430358583,17084.40139553306,12024.193785903071
2025-03-18,29798.67452205806,17084.40139553306,11838.842930145198
2025-03-19,31286.864063546647,17084.40139553306,12430.092122082458
2025-03-20,30342.071879250478,17084.40139553306,12054.731591759826
2025-03-21,30293.581277352983,17084.40139553306,12035.466553006923
2025-03-22,30204.165472070985,17084.40139553306,11999.942165053948
2025-03-23,31011.829404463286,17084.40139553306,12320.82242531042
2025-03-24,31521.830931076973,17084.40139553306,12523.44311447041
2025-03-25,31483.89946396117,17084.40139553306,12508.373159564815
2025-03-26,31309.643118212163,17084.40139553306,12439.142110197956
2025-03-27,31425.94851135173,17084.40139553306,12485.349577590134
2025-03-28,30414.47994816115,17084.40139553306,12083.498903341893
2025-03-29,29774.72102933767,17084.40139553306,11829.326344508641
2025-03-30,29681.57656335999,17084.40139553306,11792.320580990343
2025-03-31,29739.224900028905,17084.40139553306,11815.22393538291
2025-04-01,30678.89422876057,17084.40139553306,12188.549184494052
2025-04-02,29727.07703155949,17084.40139553306,11810.397656729507
2025-04-03,29978.104159361657,17084.40139553306,11910.129298653897
2025-04-04,30221.918940581447,17084.40139553306,12006.995516537923
2025-04-05,30095.151682069645,17084.40139553306,11956.631609878403
2025-04-06,28254.962160625626,17084.40139553306,11225.534839451644
2025-04-07,28519.11705613318,17084.40139553306,11330.482068390565
2025-04-08,27495.691560721363,17084.40139553306,10923.880973368112
2025-04-09,29762.717263697075,17084.40139553306,11824.557317084818
2025-04-10,28679.092811546252,17084.40139553306,11394.039520906272
2025-04-11,30054.028337295505,17084.40139553306,11940.293540237659
2025-04-12,30721.60630722243,17084.40139553306,12205.518448940888
2025-04-13,30175.132354634738,17084.40139553306,11988.407473574776
2025-04-14,30474.714930607366,17084.40139553306,12107.42991730538
2025-04-15,30133.3389317066,17084.40139553306,11971.803185716499
2025-04-16,30272.53866177474,17084.40139553306,12027.106442207838
2025-04-17,30603.08533308978,17084.40139553306,12158.430743893954
2025-04-18,30432.604481455823,17084.40139553306,12090.699676742031
2025-04-19,30649.59452109101,17084.40139553306,12176.908578240162
2025-04-20,30686.423601566352,17084.40139553306,12191.54056123949
2025-04-21,31528.340776368856,17084.40139553306,12526.029438766584
2025-04-22,33663.49798069258,17084.40139553306,13374.31518229672
2025-04-23,33752.87415769666,17084.40139553306,13354.260396680867
2025-04-24,33857.128951776256,17084.40139553306,13354.260396680867
2025-04-25,34094.25375916814,17084.40139553306,13354.260396680867
2025-04-26,34090.406213638686,17056.86251165722,13354.260396680867
2025-04-27,33773.848324431216,16898.47529974327,13354.260396680867
2025-04-28,34228.44951850555,17125.931376868535,13354.260396680867
2025-04-29,33956.685993636376,16989.95666743482,13354.260396680867
2025-04-30,33926.12898878537,16974.66771407811,13354.260396680867
2025-05-01,34761.17245865322,17392.475045781153,13354.260396680867
2025-05-02,34904.27737538235,17464.076448067004,13354.260396680867
2025-05-03,34532.95320608233,17278.28736525837,13354.260396680867
2025-05-04,33964.17934073495,16993.705903815622,13354.260396680867
2025-05-05,34128.47818101258,17075.911516499673,13354.260396680867
2025-05-06,34885.14051971523,17454.501475156034,13354.260396680867
2025-05-07,34955.92382923097,17489.91733881468,13354.260396680867
2025-05-08,37200.7216708614,18613.0840124883,13354.260396680867
2025-05-09,37096.38762022594,18560.881303438113,13354.260396680867
2025-05-10,37758.3744003947,18892.101102437042,13354.260396680867
2025-05-11,37509.245827362225,18767.45161039783,13354.260396680867
2025-05-12,37031.29997501926,18528.315219932374,13354.260396680867
2025-05-13,37504.101356373394,18764.877615421014,13354.260396680867
2025-05-14,37289.42416714074,18657.46559814604,13354.260396680867
2025-05-15,37381.610349306786,18703.59021821735,13354.260396680867
2025-05-16,37273.60167653645,18649.548941326575,13354.260396680867
2025-05-17,37152.10497898869,18588.75903895036,13354.260396680867
2025-05-18,38350.900014502135,19188.566561696436,13354.260396680867
2025-05-19,38033.686457423544,19029.851291599167,13354.260396680867
2025-05-20,38493.46454562319,19259.897586358675,13354.260396680867
2025-05-21,39500.02280492178,19763.520973279778,13354.260396680867
2025-05-22,40239.34957331753,20133.437217770555,13354.260396680867
2025-05-23,38662.176535033395,19344.311282968916,13354.260396680867
2025-05-24,38821.990174764054,19424.27276137696,13354.260396680867
2025-05-25,39269.53033022627,19648.19590422032,13354.260396680867
2025-05-26,39424.6570254496,19725.81230737287,13354.260396680867
2025-05-27,39245.74615832975,19636.29568374626,13354.260396680867
2025-05-28,38829.14848278562,19427.85436363112,13354.260396680867
2025-05-29,38039.45417314701,19032.73712210189,13354.260396680867
2025-05-30,37461.50456017459,18743.56464861015,13354.260396680867
2025-05-31,37679.96444866373,18852.869309250436,13354.260396680867
2025-06-01,38058.61264423845,19042.322910117804,13354.260396680867
2025-06-02,38136.08953015283,19081.0878512743,13354.260396680867
2025-06-03,37962.76985279114,18994.368734793363,13354.260396680867
2025-06-04,37717.784236087195,18871.79213786854,13354.260396680867
2025-06-05,36569.21984412923,18297.117116496265,13354.260396680867
2025-06-06,37570.64804272187,18798.173718510516,13354.260396680867
2025-06-07,38025.90850723805,19025.959656336592,13354.260396680867
2025-06-08,38091.42125578975,19058.738436906246,13354.260396680867
2025-06-09,39723.03274023087,19875.102213510905,13354.260396680867
2025-06-10,39727.12886314004,19877.15167589791,13354.260396680867
2025-06-11,39140.17282336645,19583.472908679247,13354.260396680867
2025-06-12,38068.9880479134,19047.51416049122,13354.260396680867
2025-06-13,38211.23915538177,19118.68836613176,13354.260396680867
2025-06-14,37976.36955726091,19001.17323832102,13354.260396680867
2025-06-15,38040.988868273926,19033.504994552957,13354.260396680867
2025-06-16,38473.48468840748,19249.900824354863,13354.260396680867
2025-06-17,37665.298383260706,18845.53126054551,13354.260396680867
2025-06-18,37786.20425921031,18906.02555005324,13354.260396680867
2025-06-19,37703.99719793996,18864.893903431363,13354.260396680867
2025-06-20,37213.83142571318,18619.643373637213,13354.260396680867
2025-06-21,36789.45579998356,18407.3104182595,13354.260396680867
2025-06-22,36372.94818870744,18198.914161081633,13354.260396680867
2025-06-23,37947.29320897601,18986.625119653014,13354.260396680867
2025-06-24,38217.15097393406,19121.646297334115,13354.260396680867
2025-06-25,38670.2030625986,19348.327291938353,13354.260396680867
2025-06-26,38528.43469960676,19277.394623641576,13354.260396680867
2025-06-27,38564.651343059624,19295.515331976287,13354.260396680867
2025-06-28,38654.42740541367,19340.43406784627,13354.260396680867
2025-06-29,39036.3503377733,19531.52615711275,13354.260396680867
2025-06-30,38600.284370055764,19313.34403247749,13354.260396680867
2025-07-01,38072.37806696136,19049.210329450034,13354.260396680867
2025-07-02,39213.83818945857,19620.33078633051,13354.260396680867
2025-07-03,39478.69198368589,19752.84826721693,13354.260396680867
2025-07-04,38902.0861295922,19464.348132749248,13354.260396680867
2025-07-05,38979.137912161554,19502.900376841833,13354.260396680867
2025-07-06,39341.4556546604,19684.18316592354,13354.260396680867
2025-07-07,39002.48977557163,19514.584295217002,13354.260396680867
2025-07-08,39240.27385340536,19633.55765967778,13354.260396680867
2025-07-09,40072.83154947609,20050.121254312187,13354.260396680867
2025-07-10,41793.42292814203,20911.005410421374,13354.260396680867
2025-07-11,42340.17067610448,21184.566279925555,13354.260396680867
2025-07-12,42301.38539972792,21165.160376619926,13354.260396680867
2025-07-13,42901.8042462839,21465.575151701596,13354.260396680867
2025-07-14,43173.63261742604,21601.582306450146,13354.260396680867
2025-07-15,42423.18471321621,21226.101690465366,13354.260396680867
2025-07-16,42737.45136744546,21383.342501255185,13354.260396680867
2025-07-17,42934.55881927439,21481.963640727678,13354.260396680867
2025-07-18,42483.257579979996,21256.158669623954,13354.260396680867
2025-07-19,42452.69336998755,21240.866111232262,13354.260396680867
2025-07-20,42245.58878440932,21137.24298572288,13354.260396680867
2025-07-21,42287.104809391996,21158.015197286513,13354.260396680867
2025-07-22,43214.42812826462,21621.994014515625,13354.260396680867
2025-07-23,42782.685245411645,21405.974910869292,13354.260396680867
2025-07-24,42633.17856051225,21331.170435002343,13354.260396680867
2025-07-25,42371.386951397326,21200.185093983077,13354.260396680867
2025-07-26,42481.51033318057,21255.28444864093,13354.260396680867
2025-07-27,43020.29639985079,21524.86175449051,13354.260396680867
2025-07-28,42532.78572224499,21280.93968008706,13354.260396680867
2025-07-29,42492.59544328745,21260.830794960028,13354.260396680867
2025-07-30,42452.801447109174,21240.920186756986,13354.260396680867
2025-07-31,41704.82850898429,20866.67790028836,13354.260396680867
2025-08-01,40816.38053075623,20422.150049302145,13354.260396680867
2025-08-02,40545.618520547345,20286.676439730865,13354.260396680867
2025-08-03,41144.52788997144,20586.335959983902,13354.260396680867
2025-08-04,41449.388232049554,20738.870397605322,13354.260396680867
2025-08-05,41116.04956842615,20572.087059219368,13354.260396680867
2025-08-06,41426.7784982079,20727.55779783325,13354.260396680867
2025-08-07,42320.12237004507,21174.53527008942,13354.260396680867
2025-08-08,42032.90021421437,21030.82595810281,13354.260396680867
2025-08-09,41956.34918897516,20992.524263941443,13354.260396680867
2025-08-10,42976.51075531423,21502.95395690769,13354.260396680867
2025-08-11,42757.47085293909,21393.35909095139,13354.260396680867
2025-08-12,43279.15191382854,21654.378043754798,13354.260396680867
2025-08-13,44422.013436336,22226.199679939178,13354.260396680867
2025-08-14,42616.642760905306,21322.89687971971,13354.260396680867
2025-08-15,42273.30336096188,21151.109752779375,13354.260396680867
2025-08-16,42287.21288651361,21158.069272811237,13354.260396680867
2025-08-17,42295.98514621794,21162.458402901262,13354.260396680867
2025-08-18,41871.61672562977,20950.129052558535,13354.260396680867
2025-08-19,40663.27487770709,20345.54485846192,13354.260396680867
2025-08-20,41167.022341550044,20597.590879196272,13354.260396680867
2025-08-21,40528.920605257976,20278.321771161147,13354.260396680867
2025-08-22,42127.01737428659,21077.916727549175,13354.260396680867
2025-08-23,41587.3738957849,20807.910422536792,13354.260396680867
2025-08-24,40886.868429472896,20457.41810652655,13354.260396680867
2025-08-25,39668.61951206892,19847.876989330314,13354.260396680867
2025-08-26,40263.49039971538,20145.515887476202,13354.260396680867
2025-08-27,40082.92595263483,20055.171908321325,13354.260396680867
2025-08-28,40553.0218033779,20290.380613174395,13354.260396680867
2025-08-29,39043.72480003809,19535.215910416355,13354.260396680867
2025-08-30,39201.85243667157,19614.333810638716,13354.260396680867
2025-08-31,38996.513110746375,19584.922117089667,13354.260396680867
2025-09-01,39353.55308713973,19584.922117089667,13354.260396680867
2025-09-02,40075.0002970498,19584.922117089667,13354.260396680867
2025-09-03,40242.77201550198,19584.922117089667,13354.260396680867
2025-09-04,39891.57901138793,19584.922117089667,13354.260396680867
2025-09-05,39866.04399012126,19584.922117089667,13354.260396680867
2025-09-06,39695.99544697376,19584.922117089667,13354.260396680867
2025-09-07,40038.012703462766,19584.922117089667,13354.260396680867
2025-09-08,40372.29163804422,19584.922117089667,13354.260396680867
2025-09-09,40185.37585878349,19584.922117089667,13354.260396680867
2025-09-10,41054.89593044621,19584.922117089667,13354.260396680867
2025-09-11,41603.45577148106,19584.922117089667,13354.260396680867
2025-09-12,41800.41912048117,19584.922117089667,13354.260396680867
2025-09-13,41760.38375206462,19584.922117089667,13354.260396680867
2025-09-14,41526.11578325406,19584.922117089667,13354.260396680867
2025-09-15,41555.548786040286,19584.922117089667,13354.260396680867
2025-09-16,42074.04877698355,19584.922117089667,13354.260396680867
2025-09-17,41951.06782029896,19584.922117089667,13354.260396680867
2025-09-18,42176.56713197589,19584.922117089667,13354.260396680867
2025-09-19,41657.38265259574,19584.922117089667,13354.260396680867
2025-09-20,41676.56634168223,19584.922117089667,13354.260396680867
2025-09-21,41513.247400640554,19584.922117089667,13354.260396680867
2025-09-22,40583.31582056631,19584.922117089667,13354.260396680867
2025-09-23,40348.35976074815,19584.922117089667,13354.260396680867
2025-09-24,40819.64806239969,19584.922117089667,13354.260396680867
2025-09-25,39266.035836627416,19584.922117089667,13354.260396680867
2025-09-26,39499.831868673595,19584.922117089667,13354.260396680867
2025-09-27,39497.090312355314,19584.922117089667,13354.260396680867
2025-09-28,40407.85621619667,19584.922117089667,13354.260396680867
2025-09-29,41181.69200952379,19584.922117089667,13354.260396680867
2025-09-30,41086.93359186333,19510.560677612262,13354.260396680867
2025-10-01,42724.683856812124,20288.26354140999,13354.260396680867
2025-10-02,43421.55072669645,20619.17807214996,13354.260396680867
2025-10-03,44034.94243041683,20910.453546086774,13354.260396680867
2025-10-04,44092.223304872256,20937.653969166066,13354.260396680867
2025-10-05,44485.37545016758,21124.346382440657,13354.260396680867
2025-10-06,44909.12062602112,21325.566216645395,13354.260396680867
2025-10-07,43711.053309793206,20756.651405398497,13354.260396680867
2025-10-08,44421.858525795025,21094.184705754433,13354.260396680867
2025-10-09,43829.740002179,20813.01102416247,13354.260396680867
2025-10-10,40627.811171534806,19292.541588398806,13354.260396680867
2025-10-11,39860.42758236805,18928.14145505795,13354.260396680867
2025-10-12,41414.72069400649,19666.213815644678,13354.260396680867
2025-10-13,41489.36595933458,19701.659901569386,13354.260396680867
2025-10-14,40719.18677528874,19335.93225072479,13354.260396680867
2025-10-15,39903.254943092965,18948.47847578541,13354.260396680867
2025-10-16,38977.7545250049,18508.994910435118,13354.260396680867
2025-10-17,38342.765409815314,18207.463679494507,13354.260396680867
2025-10-18,38614.157869900286,18336.337231182064,13354.260396680867
2025-10-19,39139.32982181786,18585.720632139906,13354.260396680867
2025-10-20,39819.96711060648,18908.928376340747,13354.260396680867
2025-10-21,39015.00150368381,18526.682028310388,13354.260396680867
2025-10-22,38751.93098196312,18401.760236202274,13354.260396680867
2025-10-23,39656.44282303374,18831.27715596389,13354.260396680867
2025-10-24,39990.296654270176,18989.8111438369,13354.260396680867
2025-10-25,40221.358335139514,19099.533202670835,13354.260396680867
2025-10-26,41270.83401943103,19070.89345263343,13354.260396680867
2025-10-27,41108.087887133916,19070.89345263343,13354.260396680867
2025-10-28,40672.465035615,19070.89345263343,13354.260396680867
2025-10-29,39635.94779820501,19070.89345263343,13354.260396680867
2025-10-30,39024.08358447011,19070.89345263343,13354.260396680867
2025-10-31,39487.06075546953,19070.89345263343,13354.260396680867
2025-11-01,39663.619143908916,19070.89345263343,13354.260396680867
2025-11-02,39823.06171885536,19070.89345263343,13354.260396680867
2025-11-03,38397.29392024031,19070.89345263343,13354.260396680867
2025-11-04,36565.09129808357,19070.89345263343,13354.260396680867
2025-11-05,37425.36357070686,19070.89345263343,13354.260396680867
2025-11-06,36510.627633931545,19070.89345263343,13354.260396680867
2025-11-07,37228.63438880358,19070.89345263343,13354.260396680867
2025-11-08,36858.96019689354,19070.89345263343,13354.260396680867
2025-11-09,37727.18694566762,19070.89345263343,13354.260396680867
2025-11-10,38191.259298166064,19070.89345263343,13354.260396680867
2025-11-11,37127.72998549401,19070.89345263343,13354.260396680867
2025-11-12,36621.705696955716,19070.89345263343,13354.260396680867
2025-11-13,35914.755231624804,19070.89345263343,13354.260396680867
2025-11-14,34078.157473189094,19070.89345263343,13354.260396680867
2025-11-15,34439.22152107722,19070.89345263343,13354.260396680867
2025-11-16,33958.35038130923,19070.89345263343,13354.260396680867
2025-11-17,33221.15633477999,19070.89345263343,13354.260396680867
2025-11-18,33489.796430834525,19070.89345263343,13442.065222889238
2025-11-19,32983.32182095618,19070.89345263343,13238.777491541494
2025-11-20,31211.67481003977,19070.89345263343,12527.677478680602
2025-11-21,30668.4791968077,19070.89345263343,12309.650746958516
2025-11-22,30528.090618401813,19070.89345263343,12253.301869730252
2025-11-23,31281.121565818223,19070.89345263343,12555.55187387497
2025-11-24,31810.703064297646,19070.89345263343,12768.11420037635
2025-11-25,31475.64597444058,19070.89345263343,12633.62967866384
2025-11-26,32597.508112218446,19070.89345263343,13083.92038312496
2025-11-27,32903.70140546313,19070.89345263343,13206.819613853539
2025-11-28,32744.01745827841,19070.89345263343,13142.726001414347
2025-11-29,32712.221169099565,19070.89345263343,13129.963672629501
2025-11-30,32552.829030143206,19070.89345263343,13065.987185573445
2025-12-01,31085.145321195516,19070.89345263343,12476.89133415518
2025-12-02,32883.50179143347,19070.89345263343,13198.711934554125
2025-12-03,33658.80022847309,19070.89345263343,13509.899617626912
2025-12-04,33171.77229534382,19070.89345263343,13314.41735317024
2025-12-05,32181.778656217946,19070.89345263343,12917.055753948243
2025-12-06,32148.184684249587,19070.89345263343,12903.571874963573
2025-12-07,32565.549707357175,19070.89345263343,13071.092984682815
2025-12-08,32651.661955288506,19070.89345263343,13105.656540647484
2025-12-09,33388.193128805186,19070.89345263343,13401.283899671584
2025-12-10,33149.18777949721,19070.89345263343,13305.35242691234
2025-12-11,33328.59940394721,19070.89345263343,13377.364293648592
2025-12-12,32519.836687485167,19070.89345263343,13052.744787316973
2025-12-13,32509.601784068316,19070.89345263343,13048.63672295285
2025-12-14,31764.647800207193,19070.89345263343,12749.62863373399
2025-12-15,31137.768071709386,19070.89345263343,12498.01294491433
2025-12-16,31653.41842921276,19070.89345263343,12704.983618865179
2025-12-17,31069.72992108264,19070.89345263343,12470.70393274227
2025-12-18,30807.89147854835,19070.89345263343,12365.607760250607
2025-12-19,31751.955943558987,19070.89345263343,12744.534402563697
2025-12-20,31832.639117414572,19070.89345263343,12776.918848005052
2025-12-21,31939.98131460162,19070.89345263343,12820.003637091082
2025-12-22,31926.266327868798,19070.89345263343,12814.498744083612
2025-12-23,31517.450205080884,19070.89345263343,12650.40897429259
2025-12-24,31583.539364947857,19070.89345263343,12676.935704584683
2025-12-25,31423.52037868614,19070.89345263343,12612.70761485374
2025-12-26,31475.50187161176,19070.89345263343,12633.571838968463
2025-12-27,31658.314322821876,19070.89345263343,12706.948722515599
2025-12-28,31685.58578317582,19070.89345263343,12717.894884865622
2025-12-29,31427.793027560612,19070.89345263343,12614.422561821657
2025-12-30,31877.52354602088,19070.89345263343,12794.93446712248
2025-12-31,31575.891107308304,19070.89345263343,12673.86586275257
2026-01-01,32004.892433842997,19070.89345263343,12846.057527873469
2026-01-02,32421.382032265516,19070.89345263343,13013.227261443299
2026-01-03,32649.38152802245,19070.89345263343,13104.74122746815
2026-01-04,32974.23253502844,19070.89345263343,13235.129252755614
2026-01-05,33813.6243077559,19070.89345263343,13572.042586339528
2026-01-06,33773.36918252539,19070.89345263343,13551.691308481313
2026-01-07,32914.58477160966,19070.89345263343,13551.691308481313
2026-01-08,32819.415660887076,19070.89345263343,13551.691308481313
2026-01-09,32654.162139368513,19070.89345263343,13551.691308481313
2026-01-10,32604.958228468367,19070.89345263343,13551.691308481313
2026-01-11,32788.31106528656,19070.89345263343,13551.691308481313
2026-01-12,32890.101700993364,19070.89345263343,13551.691308481313
2026-01-13,34373.56827226742,19901.180406067095,13551.691308481313
2026-01-14,34927.56439251945,20221.92617927482,13551.691308481313
2026-01-15,34442.30532161394,19940.976926718966,13551.691308481313
2026-01-16,34422.9018757135,19929.742961298052,13551.691308481313
2026-01-17,34277.657031976414,19845.65091081999,13551.691308481313
2026-01-18,33746.41114582413,19538.076784777702,13551.691308481313
2026-01-19,33370.97284076135,19320.710191317845,13551.691308481313
2026-01-20,31856.689879544414,18443.989504122696,13551.691308481313
2026-01-21,32226.699110531456,18658.21283989794,13551.691308481313
2026-01-22,32264.504487672042,18680.10092625647,13551.691308481313
2026-01-23,32279.127322226417,18688.567072866845,13551.691308481313
2026-01-24,32144.059740774654,18610.36732694022,13551.691308481313
2026-01-25,31223.610126836684,18077.456874450094,13551.691308481313
2026-01-26,31827.66036467889,18427.182357193306,13551.691308481313
2026-01-27,32152.943680171327,18615.510839515042,13551.691308481313
2026-01-28,32170.952931202948,18625.937611356694,13551.691308481313
2026-01-29,30495.818789887864,17656.089311447424,13551.691308481313
2026-01-30,30355.437416623412,17574.813052524914,13551.691308481313
2026-01-31,28367.034533168648,16423.5923183219,13551.691308481313
2026-02-01,27728.34197527843,16053.81005661703,13226.709180450283
2026-02-02,28366.141095629973,16029.739451081043,13530.946032691867
2026-02-03,27296.754002966438,16029.739451081043,13020.837202939316
2026-02-04,26358.507689669354,16029.739451081043,12573.283896770688
2026-02-05,22663.721966470173,16029.739451081043,10810.83245670962
2026-02-06,25427.03781189747,16029.739451081043,12128.963021233933
2026-02-07,24961.98916273378,16029.739451081043,11907.129950842149
2026-02-08,25337.01677473443,16029.739451081043,12086.022044822881
2026-02-09,25267.71051921408,16029.739451081043,12052.962235946788
2026-02-10,24800.56157132035,16029.739451081043,11830.127301090153
2026-02-11,24166.952240716717,16029.739451081043,11527.889022386511
2026-02-12,23875.01792238364,16029.739451081043,11388.633298700357
2026-02-13,24805.12602842319,16029.739451081043,11832.304594875684
2026-02-14,25154.211528665754,16029.739451081043,11998.822030174808
2026-02-15,24797.42373222283,16029.739451081043,11828.630519016599
2026-02-16,24818.985117984823,16029.739451081043,11838.915525572549
2026-02-17,24318.620468048393,16029.739451081043,11600.2363533816
